,0,1
0,0.9998503,0.000149732
1,0.008577406,0.9914226
2,0.9998936,0.0001063966
3,0.99988616,0.00011382981
4,0.99988616,0.00011382981
5,0.0069872737,0.9930127
6,0.99980444,0.00019554562
7,0.99966204,0.00033793593
8,0.9998936,0.0001063966
9,0.9997909,0.00020907357
10,0.99986005,0.00013995466
11,0.9998769,0.00012309091
12,0.99988616,0.00011382981
13,0.9998503,0.000149732
14,0.99986833,0.00013169028
15,0.9998936,0.0001063966
16,0.9996409,0.00035913885
17,0.9998936,0.0001063966
18,0.9998936,0.0001063966
19,0.9998936,0.0001063966
20,0.99986005,0.00013995466
21,0.9998936,0.0001063966
22,0.9998503,0.000149732
23,0.99986005,0.00013995466
24,0.99985135,0.00014866005
25,0.9998936,0.0001063966
26,0.9997909,0.00020907357
27,0.99972695,0.00027303956
28,0.99988616,0.00011382981
29,0.9998936,0.0001063966
30,0.9998503,0.000149732
31,0.9998936,0.0001063966
32,0.9998503,0.000149732
33,0.99988616,0.00011382981
34,0.99972695,0.00027303956
35,0.99986833,0.00013169028
36,0.99963576,0.00036422894
37,0.9998936,0.0001063966
38,0.99988616,0.00011382981
39,0.99985135,0.00014866005
40,0.99986833,0.00013169028
41,0.99986106,0.0001389527
42,0.99965954,0.00034044994
43,0.9998936,0.0001063966
44,0.9998769,0.00012309091
45,0.99985135,0.00014866005
46,0.99988616,0.00011382981
47,0.9998478,0.00015215906
48,0.99986005,0.00013995466
49,0.9998769,0.00012309091
50,0.99988616,0.00011382981
51,0.9998936,0.0001063966
52,0.99988616,0.00011382981
53,0.9998936,0.0001063966
54,0.9998936,0.0001063966
55,0.9998503,0.000149732
56,0.9998936,0.0001063966
57,0.99981725,0.00018277726
58,0.9998936,0.0001063966
59,0.9998936,0.0001063966
60,0.99972695,0.00027303956
61,0.99988616,0.00011382981
62,0.9998503,0.000149732
63,0.9998936,0.0001063966
64,0.99986005,0.00013995466
65,0.99986005,0.00013995466
66,0.99986005,0.00013995466
67,0.99986005,0.00013995466
68,0.99986833,0.00013169028
69,0.9998936,0.0001063966
70,0.99985135,0.00014866005
71,0.9998936,0.0001063966
72,0.99988616,0.00011382981
73,0.9998936,0.0001063966
74,0.99981725,0.00018277726
75,0.9996409,0.00035913885
76,0.99988616,0.00011382981
77,0.99988616,0.00011382981
78,0.9998936,0.0001063966
79,0.9998936,0.0001063966
80,0.9998936,0.0001063966
81,0.99985135,0.00014866005
82,0.99988616,0.00011382981
83,0.9998503,0.000149732
84,0.99985135,0.00014866005
85,0.9998936,0.0001063966
86,0.99985135,0.00014866005
87,0.99986005,0.00013995466
88,0.99986005,0.00013995466
89,0.9998936,0.0001063966
90,0.9998936,0.0001063966
91,0.99988616,0.00011382981
92,0.9998769,0.00012309091
93,0.9998936,0.0001063966
94,0.9998936,0.0001063966
95,0.003359437,0.99664056
96,0.9998936,0.0001063966
97,0.9998769,0.00012309091
98,0.9998936,0.0001063966
99,0.9998769,0.00012309091
100,0.9998146,0.00018536815
101,0.99988616,0.00011382981
102,0.99988616,0.00011382981
103,0.9998769,0.00012309091
104,0.9998503,0.000149732
105,0.99981725,0.00018277726
106,0.9998936,0.0001063966
107,0.9998936,0.0001063966
108,0.9998936,0.0001063966
109,0.9998936,0.0001063966
110,0.99988616,0.00011382981
111,0.9998503,0.000149732
112,0.99986833,0.00013169028
113,0.004963219,0.9950368
114,0.9998936,0.0001063966
115,0.99988616,0.00011382981
116,0.9998936,0.0001063966
117,0.99985135,0.00014866005
118,0.9998936,0.0001063966
119,0.002695918,0.9973041
120,0.9998936,0.0001063966
121,0.9997079,0.0002921116
122,0.99988616,0.00011382981
123,0.9998769,0.00012309091
124,0.0020506978,0.9979493
125,0.99988616,0.00011382981
126,0.99988616,0.00011382981
127,0.002695918,0.9973041
128,0.99986106,0.0001389527
129,0.9998936,0.0001063966
130,0.99988616,0.00011382981
131,0.9998936,0.0001063966
132,0.9998936,0.0001063966
133,0.99986833,0.00013169028
134,0.99986005,0.00013995466
135,0.9998936,0.0001063966
136,0.9998936,0.0001063966
137,0.99988616,0.00011382981
138,0.9998936,0.0001063966
139,0.9998936,0.0001063966
140,0.9998936,0.0001063966
141,0.99986106,0.0001389527
142,0.99988616,0.00011382981
143,0.99988616,0.00011382981
144,0.9998936,0.0001063966
145,0.9996158,0.00038422266
146,0.99988616,0.00011382981
147,0.99983925,0.00016075445
